FCU,FCU_AM,total_uni,uni_0,uni_1,uni_2,uni_3,uni_4,uni_5,uni_6,uni_7,uni_8,uni_9,uni_10,hs_state,no_public,ratio_public,no_fcu,ratio_fcu,no_math,ratio_math,taichung,hs_from_taichung,uni_mean,distance,similar_no,no_stat
0,0,2,逢甲大學應用數學系,東海大學應用數學系,0,0,0,0,0,0,0,0,0,南投縣,0,0.0,1,0.5,2,1.0,0,1,207.625,0,11,0
1,0,4,逢甲大學應用數學系,中原大學應用數學系,東海大學統計學系(自然組),逢甲大學環境工程與科學學系,0,0,0,0,0,0,0,雲林縣,0,0.0,2,0.5,2,0.5,0,1,219.25,2,14,1
0,0,4,逢甲大學應用數學系,靜宜大學生態人文學系-類繁星,靜宜大學化粧品科學系-類繁星,長榮大學保健營養學系,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.25,1,0.25,0,2,227.375,4,6,0
1,1,2,逢甲大學應用數學系,逢甲大學統計學系,0,0,0,0,0,0,0,0,0,臺南市,0,0.0,2,1.0,1,0.5,0,2,257.75,3,9,1
1,1,6,逢甲大學應用數學系,東吳大學數學系,逢甲大學統計學系,逢甲大學資訊電機學院不分系榮譽班,靜宜大學財務與計算數學系計算數學組,國立臺中教育大學數學教育學系,0,0,0,0,0,臺中市,1,0.16666666666666666,3,0.5,5,0.8333333333333334,1,0,288.75,0,15,1
0,0,3,逢甲大學應用數學系,東海大學食品科學系,淡江大學數學學系數學組,0,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.3333333333333333,3,1.0,0,2,242.375,3,8,0
1,0,4,逢甲大學應用數學系,中原大學應用數學系,逢甲大學材料科學與工程學系,銘傳大學資訊工程學系(桃園校區),0,0,0,0,0,0,0,桃園市,0,0.0,2,0.5,2,0.5,0,2,230.75,3,14,0
0,0,3,逢甲大學應用數學系,中原大學應用數學系,國立宜蘭大學應用經濟與管理學系,0,0,0,0,0,0,0,0,基隆市,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,0,3,197.5,5,11,0
1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,臺北市,0,0.0,1,1.0,1,1.0,0,3,153.125,5,6,0
1,1,2,逢甲大學應用數學系,義守大學化學工程學系,0,0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.5,1,0.5,0,1,205.25,2,7,0
1,1,5,逢甲大學應用數學系,國立臺灣師範大學生命科學系,國立澎湖科技大學電信工程系,國立澎湖科技大學資訊工程系,國立勤益科技大學冷凍空調與能源系,0,0,0,0,0,0,澎湖縣,4,0.8,1,0.2,1,0.2,0,3,327.25,7,6,0
0,0,4,逢甲大學應用數學系,淡江大學資訊與圖書館學系,靜宜大學應用化學系,銘傳大學醫療資訊與管理學系健康產業管理組(桃園校區),0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.25,1,0.25,0,1,236.125,2,8,0
0,0,6,逢甲大學應用數學系,東海大學化學工程與材料工程學系(生化工程組),東海大學統計學系(決策管理組),逢甲大學機械與電腦輔助工程學系,靜宜大學資料科學暨大數據分析與應用學系-類繁星,國立勤益科技大學冷凍空調與能源系,0,0,0,0,0,臺中市,1,0.16666666666666666,2,0.3333333333333333,1,0.16666666666666666,1,0,260.5,0,9,1
0,0,5,逢甲大學應用數學系,東吳大學數學系,淡江大學數學學系數學組,靜宜大學財務與計算數學系計算數學組,銘傳大學資訊工程學系(桃園校區),0,0,0,0,0,0,桃園市,0,0.0,1,0.2,6,1.2,0,2,231.75,3,11,0
1,1,6,逢甲大學應用數學系,淡江大學統計學系,逢甲大學通訊工程學系,靜宜大學資訊工程學系,義守大學資訊工程學系,朝陽科技大學保險金融管理系,0,0,0,0,0,屏東縣,0,0.0,2,0.3333333333333333,1,0.16666666666666666,0,3,273.25,6,14,1
1,1,2,中原大學應用數學系,中國文化大學應用數學系,0,0,0,0,0,0,0,0,0,新北市,0,0.0,1,0.5,2,1.0,0,3,149.875,5,7,0
1,0,6,逢甲大學應用數學系,逢甲大學纖維與複合材料學系,逢甲大學精密系統設計學士學位學程,弘光科技大學資訊管理系,中臺科技大學護理系,中臺科技大學視光系,0,0,0,0,0,臺中市,0,0.0,3,0.5,1,0.16666666666666666,1,0,298.0,0,8,0
0,0,5,逢甲大學應用數學系,東吳大學財務工程與精算數學系,東海大學應用物理學系光電組,國立金門大學土木與工程管理學系,嘉南藥理大學保健營養系,0,0,0,0,0,0,嘉義市,1,0.2,1,0.2,2,0.4,0,1,229.5,2,8,0
0,0,3,逢甲大學應用數學系,東海大學應用數學系,國立嘉義大學應用數學系,0,0,0,0,0,0,0,0,新北市,1,0.3333333333333333,1,0.3333333333333333,3,1.0,0,3,248.0,5,15,0
1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,臺南市,0,0.0,1,1.0,1,1.0,0,2,153.125,3,6,0
1,0,4,逢甲大學應用數學系,中原大學應用數學系,逢甲大學資訊工程學系,義守大學資訊工程學系,0,0,0,0,0,0,0,高雄市,0,0.0,2,0.5,2,0.5,0,2,262.25,4,17,0
0,0,5,逢甲大學應用數學系,東海大學統計學系(大數據與資料科學組),東海大學統計學系(大數據與決策管理組),淡江大學數學學系資料科學與數理統計組,國立東華大學應用數學系統計科學組,0,0,0,0,0,0,高雄市,1,0.2,1,0.2,3,0.6,0,2,206.25,4,9,4
1,0,5,逢甲大學應用數學系,東海大學應用數學系,逢甲大學航太與系統工程學系,逢甲大學財務工程與精算學士學位學程,國立臺中教育大學數學教育學系,0,0,0,0,0,0,臺中市,1,0.2,3,0.6,3,0.6,1,0,271.25,0,17,0
0,0,3,逢甲大學應用數學系,東海大學統計學系(自然組),東海大學統計學系(社會組),0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,1,210.0,2,6,2
1,1,3,逢甲大學應用數學系,逢甲大學通訊工程學系,逢甲大學財務金融學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,3,1.0,1,0.3333333333333333,1,0,184.5,0,15,0
1,1,4,逢甲大學應用數學系,中原大學應用數學系,中原大學物理學系物理組,淡江大學物理學系應用物理組,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.25,2,0.5,1,0,195.25,0,10,0
0,0,5,逢甲大學應用數學系,東海大學應用數學系,東海大學統計學系(大數據與資料科學組),逢甲大學統計學系,國立屏東大學應用數學系,0,0,0,0,0,0,高雄市,1,0.2,2,0.4,3,0.6,0,2,254.25,4,19,2
0,0,5,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學數學學系數學組,銘傳大學資訊工程學系(桃園校區),0,0,0,0,0,0,桃園市,0,0.0,1,0.2,5,1.0,0,2,227.25,3,14,0
1,1,4,逢甲大學應用數學系,東海大學應用數學系,逢甲大學光電學系,逢甲大學通訊工程學系,0,0,0,0,0,0,0,新竹市,0,0.0,3,0.75,2,0.5,0,1,260.0,3,21,0
0,0,3,逢甲大學應用數學系,東海大學應用數學系,逢甲大學水利工程與資源保育學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.6666666666666666,2,0.6666666666666666,1,0,227.5,0,13,0
1,1,4,逢甲大學應用數學系,中原大學應用數學系,逢甲大學統計學系,靜宜大學統計資訊學系,0,0,0,0,0,0,0,新竹市,0,0.0,2,0.5,2,0.5,0,1,277.25,3,14,2
1,1,3,逢甲大學應用數學系,淡江大學數學學系資料科學與數理統計組,長庚科技大學護理系(林口校區),0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1,0,237.25,0,6,1
1,0,6,逢甲大學應用數學系,東吳大學數學系,東吳大學財務工程與精算數學系,淡江大學會計學系,逢甲大學財稅學系,銘傳大學會計學系稅務規劃組(臺北校區),0,0,0,0,0,高雄市,0,0.0,2,0.3333333333333333,3,0.5,0,2,258.5,4,14,0
1,1,3,逢甲大學應用數學系,國立臺東大學應用數學系,義守大學財務與計算數學系,0,0,0,0,0,0,0,0,臺南市,1,0.3333333333333333,1,0.3333333333333333,3,1.0,0,2,216.125,3,12,0
0,0,5,逢甲大學應用數學系,東海大學應用物理學系,中國文化大學光電物理學系,中國文化大學資訊工程學系,輔仁大學物理學系物理組,0,0,0,0,0,0,新竹縣,0,0.0,1,0.2,1,0.2,0,1,218.125,3,9,0
0,0,8,逢甲大學應用數學系,中原大學應用數學系,東海大學統計學系(自然組),淡江大學數學學系資料科學與數理統計組,逢甲大學統計學系,輔仁大學數學系應用數學組,龍華科技大學國際企業系,明志科技大學環境與安全衛生工程系,0,0,0,桃園市,0,0.0,2,0.25,5,0.625,0,2,265.5,3,13,3
0,0,8,逢甲大學應用數學系,淡江大學數學學系資料科學與數理統計組,開南大學應用日語學系,亞洲大學健康產業管理學系健康產業管理組,亞洲大學視光學系,中臺科技大學視光系,中臺科技大學醫療暨健康產業管理系,中臺科技大學醫學影像暨放射科學系,0,0,0,臺中市,0,0.0,1,0.125,2,0.25,1,0,292.5,0,9,1
1,1,4,逢甲大學應用數學系,中國文化大學應用數學系,銘傳大學會計學系(臺北校區),實踐大學會計學系(臺北校區),0,0,0,0,0,0,0,臺北市,0,0.0,1,0.25,2,0.5,0,3,262.25,5,9,0
1,1,5,逢甲大學應用數學系,逢甲大學環境工程與科學學系,逢甲大學水利工程與資源保育學系,中國文化大學光電物理學系,中國文化大學機械工程學系,0,0,0,0,0,0,桃園市,0,0.0,3,0.6,1,0.2,0,2,235.0,3,12,0
0,0,3,逢甲大學應用數學系,靜宜大學財務金融學系,台南應用科技大學旅館管理系,0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,1,196.0,2,6,0
1,1,2,逢甲大學應用數學系,逢甲大學工業工程與系統管理學系,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,2,1.0,1,0.5,1,0,193.125,0,9,0
1,1,7,逢甲大學應用數學系,東海大學化學工程與材料工程學系,靜宜大學統計資訊學系(工業工程統計組),正修科技大學企業管理系經營管理組,樹德科技大學電腦與通訊系,南臺科技大學化學工程與材料工程系,朝陽科技大學資訊與通訊系,0,0,0,0,臺南市,0,0.0,1,0.14285714285714285,1,0.14285714285714285,0,2,257.0,3,6,1
1,0,6,逢甲大學應用數學系,東海大學應用物理學系材料及奈米科技組,東海大學應用物理學系光電組,逢甲大學光電學系,逢甲大學自動控制工程學系,逢甲大學水利工程與資源保育學系,0,0,0,0,0,臺中市,0,0.0,4,0.6666666666666666,1,0.16666666666666666,1,0,256.5,0,14,0
1,1,4,逢甲大學應用數學系,東海大學統計學系(自然組),逢甲大學統計學系,靜宜大學財務與計算數學系計算數學組-類繁星,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.5,3,0.75,1,0,260.25,0,10,2
1,1,2,逢甲大學應用數學系,銘傳大學商品設計學系(桃園校區),0,0,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.5,1,0.5,0,2,184.375,4,6,0
1,0,7,逢甲大學應用數學系,淡江大學統計學系,逢甲大學統計學系,亞洲大學會計與資訊學系管理應用組,朝陽科技大學資訊工程系,南臺科技大學生物科技系,明志科技大學工業工程與管理系,0,0,0,0,嘉義市,0,0.0,2,0.2857142857142857,1,0.14285714285714285,0,1,288.25,2,11,2
0,0,4,逢甲大學應用數學系,淡江大學數學學系資料科學與數理統計組,中國文化大學應用數學系,中國文化大學心理輔導學系,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.25,3,0.75,0,1,219.125,1,9,1
1,1,7,逢甲大學應用數學系,東海大學統計學系(決策管理組),靜宜大學資料科學暨大數據分析與應用學系-一般組,靜宜大學會計學系-一般組,朝陽科技大學財務金融系,嶺東科技大學國際企業系,嶺東科技大學財務金融系,0,0,0,0,臺南市,0,0.0,1,0.14285714285714285,1,0.14285714285714285,0,2,271.75,3,6,1
1,1,3,逢甲大學應用數學系,東海大學應用數學系,國立虎尾科技大學材料科學與工程系,0,0,0,0,0,0,0,0,嘉義市,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,0,1,223.0,2,12,0
0,0,8,逢甲大學應用數學系,國立屏東教育大學應用數學系,義守大學醫學影像暨放射科學系,國立澎湖科技大學食品科學系,嘉南藥理科技大學醫藥化學系,弘光科技大學護理系,明志科技大學材料工程系,中臺科技大學護理系,0,0,0,臺中市,2,0.25,1,0.125,2,0.25,1,0,306.75,0,10,0
0,0,4,逢甲大學應用數學系,國立屏東大學電腦與智慧型機器人學士學位學程,國立臺東大學資訊工程學系,亞洲大學資訊工程學系數位內容與遊戲設計組,0,0,0,0,0,0,0,屏東縣,2,0.5,1,0.25,1,0.25,0,3,254.75,6,7,0
1,1,3,逢甲大學應用數學系,國立聯合大學化學工程學系,國立高雄科技大學輪機工程系(旗津校區),0,0,0,0,0,0,0,0,高雄市,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0,2,263.0,4,6,0
0,0,4,逢甲大學應用數學系,東海大學應用數學系,國立東華大學應用數學系數學科學組,國立屏東大學應用數學系,0,0,0,0,0,0,0,新北市,2,0.5,1,0.25,5,1.25,0,3,203.125,5,19,0
1,1,3,逢甲大學應用數學系,東海大學統計學系(自然組),國立嘉義大學體育與健康休閒學系,0,0,0,0,0,0,0,0,新竹市,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,1,217.5,3,6,1
1,0,5,逢甲大學應用數學系,逢甲大學電機工程學系,逢甲大學資訊電機學院不分系榮譽班,逢甲大學通訊工程學系,元智大學通訊工程學系,0,0,0,0,0,0,臺中市,0,0.0,4,0.8,1,0.2,1,0,257.75,0,20,0
0,0,4,逢甲大學應用數學系,國立臺東大學應用數學系,銘傳大學風險管理與保險學系(台北校區),銘傳大學經濟學系(桃園校區),0,0,0,0,0,0,0,新北市,1,0.25,1,0.25,2,0.5,0,3,233.875,5,11,0
0,0,3,逢甲大學應用數學系,中原大學應用數學系,國立臺東大學數學系,0,0,0,0,0,0,0,0,臺南市,1,0.3333333333333333,1,0.3333333333333333,3,1.0,0,2,209.5,3,14,0
1,0,5,逢甲大學應用數學系,中原大學應用數學系,靜宜大學生態人文學系,逢甲大學水利工程與資源保育學系,靜宜大學資訊工程學系,0,0,0,0,0,0,臺東縣,0,0.0,2,0.4,2,0.4,0,3,230.25,6,12,0
1,1,5,逢甲大學應用數學系,東海大學應用數學系,靜宜大學會計學系,靜宜大學財務金融學系,銘傳大學會計學系(台北校區),0,0,0,0,0,0,嘉義市,0,0.0,1,0.2,2,0.4,0,1,262.75,2,12,0
1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,高雄市,0,0.0,1,1.0,1,1.0,0,2,153.125,4,6,0
0,0,2,逢甲大學應用數學系,輔仁大學物理學系物理組,0,0,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.5,1,0.5,0,2,174.25,3,6,0
1,1,2,逢甲大學應用數學系,東海大學應用數學系,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,2,1.0,1,0,207.625,0,11,0
1,0,2,逢甲大學應用數學系,逢甲大學資訊工程學系,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,2,1.0,1,0.5,1,0,223.625,0,13,0
1,1,3,逢甲大學應用數學系,東海大學應用數學系,南臺科技大學電機工程系控制與晶片組,0,0,0,0,0,0,0,0,臺南市,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,2,245.75,3,11,0
1,1,4,逢甲大學應用數學系,中國文化大學機械工程學系,中華大學土木工程學系,義守大學電子工程學系,0,0,0,0,0,0,0,南投縣,0,0.0,1,0.25,1,0.25,0,1,225.25,0,6,0
1,1,6,逢甲大學應用數學系,中國文化大學應用數學系,靜宜大學財務與計算數學系財務工程組,朝陽科技大學保險金融管理系,德明財經科技大學財務金融系,僑光科技大學行銷與流通管理系,0,0,0,0,0,臺中市,0,0.0,1,0.16666666666666666,3,0.5,1,0,294.5,0,10,0
1,1,2,逢甲大學應用數學系,實踐大學風險管理與保險學系(臺北校區),0,0,0,0,0,0,0,0,0,基隆市,0,0.0,1,0.5,1,0.5,0,3,203.375,5,6,0
1,1,3,逢甲大學應用數學系,靜宜大學財務金融學系-一般組,國立屏東大學商業自動化與管理學系,0,0,0,0,0,0,0,0,臺中市,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0,232.5,0,6,0
1,0,5,逢甲大學應用數學系,淡江大學統計學系,逢甲大學工業工程與系統管理學系,中國文化大學應用數學系,靜宜大學資訊傳播工程學系-類繁星,0,0,0,0,0,0,臺中市,0,0.0,2,0.4,2,0.4,1,0,225.0,0,13,1
0,0,5,逢甲大學應用數學系,逢甲大學化學工程學系,逢甲大學經濟學系,國立屏東教育大學應用化學系,國立屏東教育大學應用數學系,0,0,0,0,0,0,高雄市,2,0.4,3,0.6,2,0.4,0,2,262.0,4,22,0
1,1,3,逢甲大學應用數學系,國立勤益科技大學冷凍空調與能源系,美和科技大學護理系,0,0,0,0,0,0,0,0,高雄市,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,2,273.25,4,6,0
1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,1.0,1,1.0,0,1,153.125,2,6,0
1,0,4,逢甲大學應用數學系,逢甲大學統計學系,靜宜大學統計資訊學系-類繁星,銘傳大學應用統計資訊學系(桃園校區),0,0,0,0,0,0,0,新竹市,0,0.0,2,0.5,1,0.25,0,1,290.75,3,9,3
1,0,4,逢甲大學應用數學系,中原大學企業管理學系,逢甲大學企業管理學系,靜宜大學企業管理學系,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.5,1,0.25,1,0,303.75,0,10,0
1,1,3,逢甲大學應用數學系,中國文化大學大氣科學系,中國文化大學地質學系,0,0,0,0,0,0,0,0,屏東縣,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,3,192.125,6,6,0
1,0,6,逢甲大學應用數學系,東海大學應用物理學系光電組,逢甲大學光電學系,逢甲大學通訊工程學系,逢甲大學水利工程與資源保育學系,亞洲大學光電與通訊學系通訊網路組,0,0,0,0,0,臺中市,0,0.0,4,0.6666666666666666,1,0.16666666666666666,1,0,246.75,0,19,0
1,1,3,逢甲大學應用數學系,淡江大學數學學系數學組,中華大學資訊工程學系資訊工程組,0,0,0,0,0,0,0,0,新竹市,0,0.0,1,0.3333333333333333,3,1.0,0,1,202.375,3,6,0
0,0,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,2,1.0,1,0,180.375,0,10,0
1,0,5,逢甲大學應用數學系,東海大學統計學系(大數據與決策管理組),逢甲大學環境工程與科學學系,亞洲大學行動商務與多媒體應用學系多媒體應用組,國立勤益科技大學資訊工程系,0,0,0,0,0,0,臺中市,1,0.2,2,0.4,1,0.2,1,0,259.5,0,10,1
1,1,4,逢甲大學應用數學系,逢甲大學自動控制工程學系,靜宜大學資訊管理學系,靜宜大學資訊工程學系,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.5,1,0.25,1,0,276.75,0,8,0
1,1,4,逢甲大學應用數學系,靜宜大學資訊工程學系,世新大學資訊管理學系資訊科技組,亞洲大學資訊工程學系資電應用組,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.25,1,0.25,0,1,228.25,1,6,0
1,1,6,逢甲大學應用數學系,逢甲大學通訊工程學系,義守大學資訊工程學系,嘉南藥理大學化粧品應用與管理系,中臺科技大學食品科技系,臺北城市科技大學化妝品應用與管理系,0,0,0,0,0,彰化縣,0,0.0,2,0.3333333333333333,1,0.16666666666666666,0,1,299.5,1,13,0
1,0,5,逢甲大學應用數學系,中原大學物理學系物理組,逢甲大學機械與電腦輔助工程學系,中國文化大學機械工程學系,明新科技大學機械工程系,0,0,0,0,0,0,臺北市,0,0.0,2,0.4,1,0.2,0,3,255.5,5,9,0
1,1,6,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,中國文化大學應用數學系,中國文化大學動物科學系,朝陽科技大學應用化學系,0,0,0,0,0,雲林縣,0,0.0,1,0.16666666666666666,4,0.6666666666666666,0,1,219.125,2,17,0
0,0,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.5,2,1.0,0,1,180.375,2,10,0
1,1,2,逢甲大學應用數學系,國立臺東大學數學系,0,0,0,0,0,0,0,0,0,新北市,1,0.5,1,0.5,2,1.0,0,3,200.875,5,10,0
1,0,3,逢甲大學應用數學系,逢甲大學資訊工程學系,逢甲大學資訊電機學院不分系榮譽班,0,0,0,0,0,0,0,0,臺中市,0,0.0,3,1.0,1,0.3333333333333333,1,0,262.25,0,13,0
1,0,5,逢甲大學應用數學系,東海大學統計學系(巨量資料管理組),逢甲大學工業工程與系統管理學系,逢甲大學自動控制工程學系,逢甲大學土木工程學系,0,0,0,0,0,0,臺中市,0,0.0,4,0.8,1,0.2,1,0,248.0,0,18,1
1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,新北市,0,0.0,1,1.0,1,1.0,0,3,153.125,5,6,0
1,0,5,逢甲大學應用數學系,東海大學統計學系(社會組),逢甲大學統計學系,逢甲大學財務工程與精算學士學位學程,嘉南藥理大學食品科技系,0,0,0,0,0,0,屏東縣,0,0.0,3,0.6,1,0.2,0,3,267.75,6,9,2
1,1,6,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,淡江大學數學學系數學組,中國文化大學應用數學系,國立臺東大學應用數學系,0,0,0,0,0,臺中市,1,0.16666666666666666,1,0.16666666666666666,7,1.1666666666666667,1,0,233.875,0,23,0
0,0,4,逢甲大學應用數學系,東吳大學數學系,國立東華大學應用數學系數學科學組,實踐大學資訊科技與管理學系(臺北校區),0,0,0,0,0,0,0,新北市,1,0.25,1,0.25,4,1.0,0,3,203.125,5,13,0
1,0,4,逢甲大學應用數學系,東吳大學數學系,淡江大學土木工程學系,逢甲大學土木工程學系,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.5,2,0.5,1,0,214.0,0,17,0
1,1,5,逢甲大學應用數學系,靜宜大學財務與計算數學系財務工程組-類繁星,長榮大學企業管理學系,朝陽科技大學財務金融系,中國科技大學企業管理系(新竹校區),0,0,0,0,0,0,臺中市,0,0.0,1,0.2,2,0.4,1,0,245.75,0,7,0
0,0,5,逢甲大學應用數學系,國立宜蘭大學電子工程學系,國立聯合大學能源工程學系,國立金門大學建築學系,國立勤益科技大學資訊工程系,0,0,0,0,0,0,臺北市,4,0.8,1,0.2,1,0.2,0,3,253.625,5,6,0
1,1,5,逢甲大學應用數學系,東海大學應用數學系,逢甲大學統計學系商業大數據組,逢甲大學統計學系大數據分析與市場決策組,銘傳大學應用統計與資料科學學系大數據管理組(桃園校區),0,0,0,0,0,0,高雄市,0,0.0,3,0.6,2,0.4,0,2,236.25,4,12,3
1,1,5,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學數學學系數學組,輔仁大學數學系應用數學組,0,0,0,0,0,0,南投縣,0,0.0,1,0.2,7,1.4,0,1,215.75,0,14,0
1,0,3,逢甲大學應用數學系,逢甲大學光電學系,逢甲大學通訊工程學系,0,0,0,0,0,0,0,0,雲林縣,0,0.0,3,1.0,1,0.3333333333333333,0,1,246.0,2,16,0
1,1,6,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學數學學系資料科學與數理統計組,輔仁大學數學系應用數學組,國立東華大學應用數學系統計科學組,0,0,0,0,0,臺北市,1,0.16666666666666666,1,0.16666666666666666,7,1.1666666666666667,0,3,209.875,5,17,2
1,1,2,逢甲大學應用數學系,靜宜大學會計學系,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,1,0.5,1,0,208.375,0,7,0
0,0,5,逢甲大學應用數學系,中原大學應用數學系,淡江大學數學學系數學組,靜宜大學財務工程學系,國立臺東大學應用數學系,0,0,0,0,0,0,彰化縣,1,0.2,1,0.2,5,1.0,0,1,231.125,1,15,0
1,1,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,臺北市立大學數學系,0,0,0,0,0,0,0,苗栗縣,0,0.0,1,0.25,4,1.0,0,1,237.375,1,16,0
1,1,4,逢甲大學應用數學系,逢甲大學光電學系,中國文化大學光電物理學系,中國文化大學機械工程學系,0,0,0,0,0,0,0,新北市,0,0.0,2,0.5,1,0.25,0,3,260.25,5,9,0
1,1,7,逢甲大學應用數學系,中原大學工業與系統工程學系管理組,中國文化大學經濟學系,靜宜大學觀光事業學系,國立聯合大學電子工程學系,朝陽科技大學工業工程與管理系,明新科技大學老人服務事業管理系,0,0,0,0,新竹縣,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285,0,1,270.75,3,7,0
1,0,5,逢甲大學應用數學系,東海大學化學系化學生物組,逢甲大學光電學系,靜宜大學財務與計算數學系計算數學組,國立金門大學電子工程學系,0,0,0,0,0,0,臺中市,1,0.2,2,0.4,3,0.6,1,0,278.25,0,10,0
1,1,4,逢甲大學應用數學系,逢甲大學光電學系,元智大學工業工程與管理學系,中華大學工業管理學系,0,0,0,0,0,0,0,高雄市,0,0.0,2,0.5,1,0.25,0,2,266.5,4,11,0
1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,高雄市,0,0.0,1,1.0,1,1.0,0,2,153.125,4,6,0
1,0,3,逢甲大學應用數學系,東海大學應用數學系,逢甲大學航太與系統工程學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.6666666666666666,2,0.6666666666666666,1,0,264.25,0,16,0
0,0,3,逢甲大學應用數學系,中原大學應用數學系,靜宜大學資訊工程學系,0,0,0,0,0,0,0,0,苗栗縣,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,1,208.0,1,10,0
0,0,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,臺南市,0,0.0,1,1.0,1,1.0,0,2,153.125,3,6,0
1,1,6,逢甲大學應用數學系,中原大學工業與系統工程學系工程組,逢甲大學環境工程與科學學系,國立聯合大學電子工程學系,國立勤益科技大學冷凍空調與能源系,國立勤益科技大學工業工程與管理系,0,0,0,0,0,南投縣,3,0.5,2,0.3333333333333333,1,0.16666666666666666,0,1,280.75,0,11,0
0,0,4,逢甲大學應用數學系,靜宜大學財務與計算數學系計算數學組,靜宜大學財務與計算數學系財務工程組,國立東華大學應用數學系統計組,0,0,0,0,0,0,0,臺中市,1,0.25,1,0.25,5,1.25,1,0,211.875,0,12,1
1,0,3,逢甲大學應用數學系,逢甲大學統計學系,朝陽科技大學資訊與通訊系,0,0,0,0,0,0,0,0,南投縣,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,1,251.25,0,9,1
0,0,3,逢甲大學應用數學系,中原大學應用數學系,淡江大學數學學系資料科學與數理統計組,0,0,0,0,0,0,0,0,宜蘭縣,0,0.0,1,0.3333333333333333,3,1.0,0,3,201.0,6,10,1
0,0,4,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,輔仁大學數學系應用數學組,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.25,5,1.25,0,3,205.375,5,14,0
1,1,4,逢甲大學應用數學系,逢甲大學電子工程學系,逢甲大學資訊電機學院不分系榮譽班,國立台中教育大學數學教育學系,0,0,0,0,0,0,0,臺中市,1,0.25,3,0.75,2,0.5,1,0,257.75,0,13,0
1,0,2,逢甲大學應用數學系,逢甲大學會計學系,0,0,0,0,0,0,0,0,0,彰化縣,0,0.0,2,1.0,1,0.5,0,1,257.75,1,8,0
1,1,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,輔仁大學數學系應用數學組,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.25,5,1.25,0,2,218.125,3,15,0
